workload,tiering,mem_policy,ldram_size,execution_time,throughput,rss,pgpromote_success,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,pgmigrate_success,pgmigrate_fail,numa_pages_migrated,thp_migration_success,thp_migration_success_2,thp_migration_success_3,thp_migration_success_4,thp_migration_success_5,thp_migration_success_6,thp_migration_success_7,thp_migration_success_8,thp_migration_success_9,thp_fault_alloc,thp_fault_alloc_2,thp_fault_alloc_3,thp_fault_alloc_4,thp_fault_alloc_5,thp_fault_alloc_6,thp_fault_alloc_7,thp_fault_alloc_8,thp_fault_alloc_9,thp_migration_split,thp_migration_split_2,thp_migration_split_3,thp_migration_split_4,thp_migration_split_5,thp_migration_split_6,thp_migration_split_7,thp_migration_split_8,thp_migration_split_9,thp_migration_fail,thp_migration_fail_2,thp_migration_fail_3,thp_migration_fail_4,thp_migration_fail_5,thp_migration_fail_6,thp_migration_fail_7,thp_migration_fail_8,thp_migration_fail_9,numa_local,numa_other
faster_uniform_ycsb_c,nobalance,cpu0.weightedinterleave0_2.12,80G,320.16,1280470.82,8.3,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,822764,1454416
faster_uniform_ycsb_c,tpp_thp,cpu0.weightedinterleave0_2.12,80G,315.05,3032751.7,4.6,1419793,4293977,8385,8824,1419793,0,1419793,2773,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96258,7230
faster_uniform_ycsb_c,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,315.01,1493729.12,8.3,0,0,0,1,0,0,0,0,,,,,,,,,4241,,,,,,,,,0,,,,,,,,,0,,,,,,,,,98179,7227
faster_uniform_ycsb_c,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,316.18,2263057.8,4.8,1418634,4302316,0,33818,1418638,0,1418638,0,0,0,0,0,0,11083,0,0,0,0,0,0,0,0,17088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111950,15516
faster_uniform_ycsb_c,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,316.17,2201072.74,4.7,1418785,4295005,0,266775,1418785,0,1418785,0,0,0,88673,0,0,0,0,0,0,0,0,136466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218124,94950
faster_uniform_ycsb_f,tpp,cpu0.weightedinterleave0_2.12,80G,322.27,1775400.06,-1.3,1407173,4282700,0,4244914,1407173,0,1407173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222523,1454423
faster_uniform_ycsb_f,nobalance,cpu0.weightedinterleave0_2.12,80G,320.39,1374326.65,8.3,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,822476,1454422
faster_uniform_ycsb_f,tpp_thp,cpu0.weightedinterleave0_2.12,80G,315.29,2449016.59,4.6,1419784,4295001,8387,8827,1419795,0,1419795,2773,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91256,7223
faster_uniform_ycsb_f,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,315.28,1658030.76,8.3,0,0,0,0,0,0,0,0,,,,,,,,,4241,,,,,,,,,0,,,,,,,,,0,,,,,,,,,98387,7234
faster_uniform_ycsb_f,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,316.43,1879287.12,4.8,1418889,4303121,0,33649,1418894,0,1418894,0,0,0,0,0,0,11085,0,0,0,0,0,0,0,0,17088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109949,15528
faster_uniform_ycsb_f,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,316.35,1847405.59,4.7,1418737,4294947,0,266747,1418783,0,1418783,0,0,0,88673,0,0,0,0,0,0,0,0,136485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222081,94934
faster_ycsb_a,tpp,cpu0.weightedinterleave0_2.12,80G,322.27,1766057.02,-1.5,1407860,4282332,0,4245574,1407866,0,1407866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221789,1454427
faster_ycsb_a,nobalance,cpu0.weightedinterleave0_2.12,80G,320.41,1371686.54,8.3,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,819106,1454407
faster_ycsb_a,tpp_thp,cpu0.weightedinterleave0_2.12,80G,315.3,2439820.9,4.6,1419784,4293990,8385,8841,1419800,0,1419800,2773,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92473,7228
faster_ycsb_a,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,315.29,1660868.91,8.3,0,0,0,0,0,0,0,0,,,,,,,,,4241,,,,,,,,,0,,,,,,,,,0,,,,,,,,,98357,7230
faster_ycsb_a,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,316.43,1862867.14,4.8,1418890,4303172,0,33826,1418894,0,1418894,0,0,0,0,0,0,11085,0,0,0,0,0,0,0,0,17087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110436,15626
faster_ycsb_a,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,316.39,1864734.29,4.7,1418723,4294861,0,266770,1418754,0,1418754,0,0,0,88671,0,0,0,0,0,0,0,0,136430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218379,94944
faster_ycsb_f,tpp,cpu0.weightedinterleave0_2.12,80G,322.03,936759.21,5.5,1387402,4269083,0,4218827,1387402,0,1387402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201975,1454423
faster_ycsb_f,nobalance,cpu0.weightedinterleave0_2.12,80G,320.45,832278.3,8.3,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,822643,1454418
faster_ycsb_f,tpp_thp,cpu0.weightedinterleave0_2.12,80G,315.37,1134844.68,4.6,1418758,4291939,8381,8836,1418773,0,1418773,2771,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91589,7198
faster_ycsb_f,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,315.29,931463.35,8.3,0,0,0,0,0,0,0,0,,,,,,,,,4241,,,,,,,,,0,,,,,,,,,0,,,,,,,,,96684,7229
faster_ycsb_f,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,316.46,984906.98,4.8,1418883,4303299,0,33827,1418896,0,1418896,0,0,0,0,0,0,11085,0,0,0,0,0,0,0,0,17087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109865,15626
faster_ycsb_f,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,316.35,982104.35,4.7,1418759,4294899,0,266744,1418759,0,1418759,0,0,0,88672,0,0,0,0,0,0,0,0,136471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220727,94943
tpch_9,tpp,cpu0.weightedinterleave0_2.12,80G,223.77,44.69,13.7,1779,137790,0,136494,1779,0,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2462089,4794488
tpch_9,nobalance,cpu0.weightedinterleave0_2.12,80G,226.29,44.19,0.4,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,2463394,4794820
tpch_9,tpp_thp,cpu0.weightedinterleave0_2.12,80G,223.14,44.81,13.7,11467,179751,253,31849,11467,0,11467,22,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422023,4726139
tpch_9,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,225.89,44.27,0.1,0,0,0,0,0,0,0,0,,,,,,,,,199,,,,,,,,,0,,,,,,,,,0,,,,,,,,,2462713,4726714
tpch_9,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,223.68,44.71,13.2,16339,208356,0,16446,16339,0,16339,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420456,4710736
tpch_9,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,223.58,44.73,13.2,1914,128737,0,10136,1914,0,1914,0,0,0,95,0,0,0,0,0,0,0,0,9091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2427530,4708762
tpch_20,tpp,cpu0.weightedinterleave0_2.12,80G,86.22,115.98,4.6,108,1329,0,940,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926737,1798374
tpch_20,nobalance,cpu0.weightedinterleave0_2.12,80G,86.23,115.97,0.0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,930089,1798276
tpch_20,tpp_thp,cpu0.weightedinterleave0_2.12,80G,86.41,115.73,4.6,82,2132,2,426,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930661,1798058
tpch_20,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,86.26,115.93,0.0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,932109,1797969
tpch_20,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,86.11,116.13,4.3,108,1614,0,965,108,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927604,1798009
tpch_20,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,86.38,115.77,4.3,172,1387,0,473,172,0,172,0,0,0,7,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926804,1796645
tpch_21,tpp,cpu0.weightedinterleave0_2.12,80G,55.18,181.23,4.0,90567,284718,0,284080,90567,0,90567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531668,2840730
tpch_21,nobalance,cpu0.weightedinterleave0_2.12,80G,56.0,178.57,-0.0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1445126,2840905
tpch_21,tpp_thp,cpu0.weightedinterleave0_2.12,80G,53.23,187.86,-0.0,67954,265234,392,64307,67954,0,67954,102,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421997,2769082
tpch_21,nobalance_thp,cpu0.weightedinterleave0_2.12,80G,54.47,183.59,4.5,0,0,0,0,0,0,0,0,,,,,,,,,210,,,,,,,,,0,,,,,,,,,0,,,,,,,,,1409118,3040043
tpch_21,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,54.65,182.98,2.9,96744,291075,0,21093,96744,0,96744,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403626,2750985
tpch_21,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,54.1,184.84,2.9,70305,264554,0,18537,70305,0,70305,0,0,0,4357,0,0,0,0,0,0,0,0,9213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398672,2750169
silo_ycsb,tpp,cpu0.weightedinterleave0_2.12,80G,963.03,10.38,27.5,4918584,15355878,0,15092082,4918584,0,4918584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9416046,8502682
silo_ycsb,tpp_thp,cpu0.weightedinterleave0_2.12,80G,727.15,13.75,27.4,4933918,15521899,29168,413874,4933918,0,4933918,9603,0,0,0,0,0,0,0,0,15995,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1574456,2732648
silo_ycsb,tpp_thp_512K,cpu0.weightedinterleave0_2.12,80G,939.47,10.64,27.3,4925599,15458138,0,151393,4925599,0,4925599,0,0,0,0,0,0,38436,0,0,0,0,0,0,0,0,96975,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,428995,311804
silo_ycsb,tpp_thp_64K,cpu0.weightedinterleave0_2.12,80G,953.04,10.49,27.2,4920633,15366807,0,951195,4920633,0,4920633,0,0,0,307432,0,0,0,0,0,0,0,0,800483,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842922,579237
