workload,tiering,mem_policy,ldram_size,execution_time,throughput,rss,pgpromote_success,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,pgmigrate_success,pgmigrate_fail,numa_pages_migrated,thp_migration_success,thp_migration_success_2,thp_migration_success_3,thp_migration_success_4,thp_migration_success_5,thp_migration_success_6,thp_migration_success_7,thp_migration_success_8,thp_migration_success_9,thp_fault_alloc,thp_fault_alloc_2,thp_fault_alloc_3,thp_fault_alloc_4,thp_fault_alloc_5,thp_fault_alloc_6,thp_fault_alloc_7,thp_fault_alloc_8,thp_fault_alloc_9,thp_migration_split,thp_migration_split_2,thp_migration_split_3,thp_migration_split_4,thp_migration_split_5,thp_migration_split_6,thp_migration_split_7,thp_migration_split_8,thp_migration_split_9,thp_migration_fail,thp_migration_fail_2,thp_migration_fail_3,thp_migration_fail_4,thp_migration_fail_5,thp_migration_fail_6,thp_migration_fail_7,thp_migration_fail_8,thp_migration_fail_9,numa_local,numa_other
faster_uniform_ycsb_c,autonuma_tiering,cpu0.weightedinterleave0_2,4G,319.11,1788629.19,5.3,1244463,3546002,0,3502558,2313504,19683,1244463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423511,2168408
faster_uniform_ycsb_c,nobalance,cpu0.weightedinterleave0_2.12,4G,320.17,1285262.09,5.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821426,1454405
faster_uniform_ycsb_c,nobalance,cpu0.weightedinterleave0_2,4G,318.79,1492903.51,5.2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184173,1090916
faster_uniform_ycsb_c,autonuma_tiering_thp,cpu0.weightedinterleave0_2.12,4G,314.04,2287266.45,4.6,421560,4191037,8184,8595,426202,3263662,421662,823,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6354,0,0,0,0,0,0,0,0,87321,7190
faster_uniform_ycsb_c,autonuma_tiering_thp,cpu0.weightedinterleave0_2,4G,312.67,2286406.95,4.0,64775,3730158,7284,7717,69335,3365567,64837,126,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6553,0,0,0,0,0,0,0,0,91396,5517
faster_uniform_ycsb_c,nobalance_thp,cpu0.weightedinterleave0_2.12,4G,315.09,1494393.22,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87076,7198
faster_uniform_ycsb_c,nobalance_thp,cpu0.weightedinterleave0_2,4G,313.32,1752473.82,4.0,0,0,0,0,3583,8545,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94379,5529
faster_uniform_ycsb_c,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.12,4G,315.26,1857345.36,8.3,426160,5000985,0,39235,631701,4047463,426179,0,0,0,0,0,0,3328,0,0,0,0,0,0,0,0,17087,0,0,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,109778,15856
faster_uniform_ycsb_c,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2,4G,313.83,1882587.72,8.3,66680,3469232,0,27755,280776,3239517,66680,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,17086,0,0,0,0,0,0,0,0,1635,0,0,0,0,0,0,0,0,0,0,0,113322,12359
faster_uniform_ycsb_c,nobalance_thp_512K,cpu0.weightedinterleave0_2.12,4G,316.15,1285963.81,8.3,0,0,0,0,157586,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17086,0,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,99332,15767
